@relation ClassificationProblem

@attribute leda.features.LabelSimilarity_JaroWinkler numeric
@attribute leda.features.LabelSimilarity_Levenshtein numeric
@attribute leda.features.LabelSimilarity_QGrams numeric
@attribute leda.features.WordNet_Hyponymy numeric
@attribute leda.features.wordnet.WordNet_Similarity_PatwardhanPetersen_1 numeric
@attribute leda.features.wordnet.WordNet_Similarity_JiangConrath numeric
@attribute leda.features.wordnet.WordNet_Similarity_LeacockChodorow numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lesk numeric
@attribute leda.features.wordnet.WordNet_Similarity_Lin numeric
@attribute leda.features.wordnet.WordNet_Similarity_Path numeric
@attribute leda.features.wordnet.WordNet_Similarity_Resnik numeric
@attribute leda.features.wordnet.WordNet_Similarity_WuPalmer numeric
@attribute leda.features.Ontology_Subsumption numeric
@attribute leda.features.Ontology_Similarity numeric
@attribute leda.features.Ontology_ObjectProperties numeric
@attribute leda.features.TaxonomicOverlap_Subclasses numeric
@attribute leda.features.TaxonomicOverlap_Instances numeric
@attribute leda.features.BTaxonomicOverlap_Subclasses numeric
@attribute leda.features.BTaxonomicOverlap_Instances numeric
@attribute leda.features.BOntology_Subsumption numeric
@attribute leda.features.BOntology_Similarity numeric
@attribute leda.features.Document_Similarity numeric
@attribute Name string
@attribute Class {+,-}

@data
0,18,0,1,?,?,?,?,?,?,?,?,0,0.5,0.125,0,?,0,?,0,?,?,ArtificialSatellite__Week,+
0.513558,15,0,0,?,?,?,?,?,?,?,?,1,0.25,0.1,0.142857,?,0,?,0,?,?,AstronomicalObject__NaturalSatellite,-
0.418651,8,0.307692,1,?,?,?,?,?,?,?,?,0,0.4375,0.111111,0,?,0,?,0,?,?,AudioRecording__Building,+
0.464286,12,0,1,?,?,?,?,?,?,?,?,0,0.5,0.058824,0,?,0,?,0,?,?,AudioRecording__Magazine,+
0.404762,13,0,1,?,?,?,?,?,?,?,?,0,0.5,0.045455,0,?,0,?,0,?,?,AudioRecording__Message,-
0,13,0,0,?,?,?,?,?,?,?,?,0,?,0.111111,0,?,0,?,0,?,?,AudioRecording__RailroadTunnel,+
0.490789,17,0.074074,1,?,?,?,?,?,?,?,?,0,0.5625,0.125,0,?,0,?,0,?,?,Bank__BiogeographicRegion,+
0,5,0,1,0.263656,0.204134,2.302585,123,0.696214,0.25,5.613463,0.823529,1,0.1875,0.136364,0.083333,?,0.008306,?,1,0.125,?,Bank__Company,-
0.583333,6,0,1,0.163764,0.074564,1.742969,103,0.103996,0.142857,3.136226,0.5,0,0.5625,0.033333,0,?,0,?,0,?,?,Bank__Language,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.125,0.136364,0,?,0,?,0,0.1875,?,Bank__PublicCompany,-
0.5,5,0,1,0.281204,0.055131,1.609438,127,0.063535,0.125,3.94082,0.666667,0,0.125,0.1,0,?,0,?,0,?,?,Bay__Harbor,-
0.492064,6,0,1,0.186847,0.055491,1.742969,80,0.072573,0.142857,2.491596,0.608696,0,0.4375,0.125,0,?,0,?,0,?,?,Bay__Quarter,+
0,11,0.1,1,?,?,?,?,?,?,?,?,0,0.3125,0.1,0,?,0,?,0,?,?,Bay__SportFacility,-
0,18,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.1,0,?,0,?,0,?,?,Beach__ArtificialSatellite,+
0.437037,9,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.142857,0,?,0,?,0,?,?,Beach__DayOfWeek,+
0.447619,6,0,1,0.053626,0.068318,1.491655,24,0.137808,0.111111,1.169783,0.5,0,0.5625,0.105263,0,?,0,?,0,?,?,Beach__Manager,+
0,6,0,1,0.072746,0.069496,1.89712,52,0.121349,0.166667,1.169783,0.615385,0,0.375,0.142857,0,?,0,?,0,?,?,Beach__Number,+
0.455556,5,0,1,0.155968,0.11505,1.89712,86,0.212081,0.166667,1.169783,0.615385,0,0.3125,0.125,0,?,0,?,0,?,?,Beach__Person,+
0.455556,5,0,1,0.058927,0.059361,1.386294,47,?,0.1,?,0.307692,0,0.4375,0.086957,0,?,0,?,0,?,?,Beach__Report,+
0.5,7,0.1,1,0.196591,0.083512,1.491655,80,0.093195,0.111111,0.615314,0.428571,0,0.5,0.055556,0,?,0,?,0,?,?,Beverage__Employee,+
0.583333,4,0.3,1,0.023121,?,0.916291,16,?,0.0625,0.778298,0.285714,0,0.5625,0.133333,0,?,0,?,0,?,?,Beverage__HomePage,+
0.490741,8,0,1,0.100617,0.066531,1.609438,61,0.075678,0.125,0.615314,0.461538,0,0.375,0.111111,0,?,0,?,0,?,?,Beverage__Peninsula,+
0,19,0,1,?,?,?,?,?,?,?,?,0,0.5,0.111111,0,?,0,?,0,?,?,BiogeographicRegion__Album,+
0.434211,16,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,BiogeographicRegion__Cape,-
0,17,0,0,?,?,?,?,?,?,?,?,0,0.3125,0.111111,0,?,0,?,0,?,?,BiogeographicRegion__CarModel,+
0.398496,17,0,1,?,?,?,?,?,?,?,?,0,0.25,0.1,0,?,0.083333,?,1,0.25,?,BiogeographicRegion__Channel,-
0,18,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,BiogeographicRegion__Island,-
0.385965,17,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,BiogeographicRegion__Peninsula,-
0.638889,9,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.066667,0,?,0,?,0,?,?,BoardMeeting__CarModel,+
0.624242,9,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.105263,0,?,0,?,0,?,?,BoardMember__Fjord,+
0.490909,13,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.1,0,?,0,?,0,?,?,BoardMember__PoliticalRegion,+
0.45,9,0,1,0.231073,0.075828,1.742969,188,0.10276,0.142857,2.869944,0.571429,0,0.625,0.205882,0,?,0,?,0,?,?,Book__Government,+
0,16,0,1,?,?,?,?,?,?,?,?,0,0.125,0.064516,0,?,0,?,0,?,?,Book__IssueOfPeriodical,-
0.444444,11,0,1,?,?,?,?,?,?,?,?,0,0.625,0.074074,0,?,0,?,0,?,?,Book__LocalCapital,+
0,8,0,1,0.486058,0.343682,2.590267,247,0.817384,0.333333,6.511792,0.909091,0,0.5625,0.041667,0,?,0,?,0,?,?,Book__Magazine,-
0,23,0,1,?,?,?,?,?,?,?,?,0,0.625,0.045455,0,?,0,?,0,?,?,Book__OfficialPoliticalMeeting,+
0,5,0,1,0.225828,0.072281,1.609438,120,0.144646,0.125,4.867371,0.666667,0,0.5,0.08,0,?,0,?,0,?,?,Book__Plain,+
0.466667,4,0,1,0.223568,0.072247,2.079442,102,0.150218,0.2,4.909711,0.714286,0,0.125,0.136364,0,?,0,?,0,?,?,Brand__Agent,+
0.472222,10,0,1,0.235775,0.074592,2.079442,161,0.32429,0.2,3.387054,0.777778,0,0.4375,0.133333,0,?,0,?,0,?,?,Bridge__Organization,+
0.333333,7,0,1,0.329187,0.141528,2.590267,318,0.527292,0.333333,3.94082,0.875,0,0.125,0.1,0,?,0,?,0,?,?,Building__Monument,-
0,5,0.64,1,?,?,?,?,?,?,?,?,1,0.1875,0.1,0.333333,?,0,?,0,?,?,Building__SportBuilding,-
0,13,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Building__TelecomFacility,-
0.510965,17,0,1,?,?,?,?,?,?,?,?,0,0.375,0.133333,0,?,0,?,0,?,?,BusinessAbstraction__Province,+
0,7,0,1,0.046013,?,0.980829,19,?,0.066667,?,0.222222,0,0.5625,0.071429,0,?,?,?,?,?,?,CEO__DayTime,+
0.498077,11,0.095238,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0.004983,?,1,0.25,?,CalendarMonth__City,+
0.546154,10,0.086957,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,0.1875,?,CalendarMonth__County,+
0.415751,19,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.142857,0,?,0,?,0,?,?,CalendarMonth__HydrographicStructure,+
0,13,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.142857,0,?,0,?,0,?,?,CalendarMonth__Isthmus,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.029412,0,?,0.004983,?,1,0.25,?,CalendarMonth__Man,+
0.479853,11,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.142857,0,?,0,?,0,?,?,CalendarMonth__Reserve,+
0.424145,10,0,0,?,?,?,?,?,?,?,?,0,0.125,0.111111,0,?,0,?,0,?,?,CalendarMonth__TimeZone,+
0.575,10,0.083333,1,?,?,?,?,?,?,?,?,0,0.3125,0.066667,0,?,0,?,0,?,?,CalendarYear__Currency,+
0.531401,19,0,0,?,?,?,?,?,?,?,?,0,0.5,0.071429,0,?,0,?,0,?,?,CalendarYear__EducationalOrganization,+
0.472222,10,0,1,?,?,?,?,?,?,?,?,0,0.5,0.125,0,?,0,?,0,?,?,CalendarYear__Jungle,+
0.472222,11,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.125,0,?,0,?,0,?,?,CalendarYear__Location,+
0.5,11,0,0,?,?,?,?,?,?,?,?,0,0.625,0.066667,0,?,0,?,0,?,?,CalendarYear__MediaCompany,+
0.430556,10,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.125,0,?,0,?,0,?,?,CalendarYear__MineSite,+
0.505556,10,0,1,?,?,?,?,?,?,?,?,0,0.5,0.125,0,?,0,?,0,?,?,CalendarYear__Ocean,+
0.505556,10,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.125,0,?,0,?,0,?,?,CalendarYear__Plain,+
0,11,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.071429,0,?,0,?,0,?,?,CalendarYear__RadioStation,+
0.442308,12,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Camp__AmusementPark,-
0,6,0,1,0.168038,0.06865,1.12393,113,0.096544,0.076923,0.778298,0.333333,0,0.5,0.142857,0,?,0,0,0,?,?,Camp__Disease,+
0.458333,7,0,1,0.167202,0.097392,2.079442,72,0.326746,0.2,2.491596,0.75,1,0.25,0.1,0.028571,?,0,0,0,?,?,Camp__Facility,-
0,10,0,1,0.089981,0.077487,1.609438,38,0.307846,0.125,2.869944,0.533333,0,0.4375,0.086957,0,?,0,?,0,?,?,Camp__Legislation,+
0.458333,7,0,1,?,?,?,?,?,?,?,?,0,0.5,0.142857,0,?,0,?,0,?,?,Camp__TimeZone,+
0,9,0,1,?,?,?,?,?,?,?,?,0,0.6875,0.125,0,?,0,?,0,0.1875,?,Canal__NewsAgency,+
0,14,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.157895,0,?,0,?,0,?,?,Canal__OfficialPosition,+
0.527778,6,0,1,0.042497,0.059032,1.290984,37,0.121349,0.090909,1.169783,0.444444,0,0.5,0.111111,0,?,0,?,0,?,?,Canyon__Magazine,+
0.67,3,0.153846,1,0.397978,0.057304,1.89712,139,0.118217,0.166667,1.169783,0.615385,0,0.125,0.1,0,?,0,?,0,?,?,Cape__Coast,-
0.45,8,0,1,?,?,?,?,?,?,?,?,0,0.375,0.086957,0,?,0,?,0,?,?,Cape__DataSchema,+
0.458333,6,0.125,1,0.061381,?,0.980829,17,?,0.066667,?,0.222222,0,0.5625,0.1875,0,?,0,?,0,?,?,Cape__HomePage,+
0.444444,11,0,1,?,?,?,?,?,?,?,?,0,0.375,0.125,0,?,0,?,0,?,?,Cape__TimeInterval,+
0.464286,6,0,0,?,?,?,?,?,?,?,?,0,?,0.090909,0,?,0,?,0,?,?,Cape__Trusted,+
0,9,0,1,0.265638,0.139297,2.079442,93,0.520219,0.2,3.891991,0.75,0,0.4375,0.125,0,?,0,?,0,?,?,Capital__Organization,+
0.441667,8,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.111111,0,?,0,?,0,?,?,CarModel__Beach,+
0.333333,8,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.129032,0,?,0,?,0,?,?,CarModel__Ministry,+
0.536538,10,0,0,?,?,?,?,?,?,?,?,0,0.4375,0.142857,0,?,0,?,0,?,?,CarModel__PostalAddress,+
0.558333,9,0,1,?,?,?,?,?,?,?,?,0,0.375,0.071429,0,?,0,?,0,?,?,CarModel__Profession,+
0.55,9,0,0,?,?,?,?,?,?,?,?,0,0.5,0.133333,0,?,0,?,0,?,?,CarModel__SoccerClub,+
0.430556,7,0,1,?,?,?,?,?,?,?,?,0,0.375,0.111111,0,?,0,?,0,?,?,CarModel__Spring,+
0.566667,8,0,1,0.113738,0.060481,1.290984,128,?,0.090909,?,0.285714,0,0.5,0.125,0,?,0,?,0,?,?,Cave__Government,+
0,5,0,1,0.141191,0.0587,1.742969,70,0.117138,0.142857,1.169783,0.571429,0,0.4375,0.142857,0,?,0,?,0,?,?,Cave__Sport,+
0.560714,7,0.105263,1,0.038207,0.051227,1.049822,14,?,0.071429,?,0.235294,0,0.4375,0.0625,0,?,0,?,0,?,?,Chairman__Concert,+
0.412037,9,0,1,0.105283,0.14586,2.079442,46,0.61258,0.2,5.420185,0.75,0,0.125,0.052632,0,?,0,?,0,?,?,Chairman__Executive,-
0.458333,8,0,1,1,12854899.502709,3.688879,461,1,1,9.36617,1,0,0.125,0.052632,0,?,0,?,0,?,?,Chairman__President,-
0.605714,5,0.125,1,0.199754,0.123985,2.302585,81,0.599269,0.25,6.030724,0.769231,0,0.125,0.1,0,?,0,?,0,?,?,Channel__Creek,-
0.322511,10,0,1,0.09025,0.067743,1.742969,76,0.26091,0.142857,4.523416,0.666667,0,0.375,0.086957,0,?,0,?,0,?,?,Channel__Legislation,+
0.298942,16,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.076923,0,?,0,?,0,?,?,Channel__MeetingProceedings,+
0.561905,6,0,1,0.219329,0.077223,1.609438,175,0.173625,0.125,1.370741,0.526316,0,0.375,0.108108,0,?,0,?,0,?,?,Channel__Woman,+
0,17,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,Charity__BiogeographicRegion,+
0.2,13,0.148148,1,?,?,?,?,?,?,?,?,0,0.375,0.142857,0,?,0,?,0,?,?,Charity__ChemicalCompound,+
0.408558,19,0,1,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,Charity__EducationalOrganization,-
0.313187,11,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.071429,0,?,0,?,0,?,?,Charity__PostalAddress,+
0.396825,18,0,1,?,?,?,?,?,?,?,?,0,0.125,0.15,0,?,0,?,0,?,?,Charity__ReligiousOrganization,-
0,14,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,ChemicalCompound__Government,+
0,11,0,0,?,?,?,?,?,?,?,?,0,0.125,0.058824,0,?,0,?,0,?,?,ChemicalCompound__MediaProduct,+
0,15,0,1,?,?,?,?,?,?,?,?,0,0.3125,0.111111,0,?,0,?,0,?,?,ChemicalCompound__Planet,+
0.45,9,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.133333,0,?,0,?,0,?,?,City__DayOfMonth,+
0,11,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.176471,0,?,0.000831,?,1,0.375,?,City__PhoneNumber,+
0,6,0,1,0.19762,0.081573,1.386294,159,0.084031,0.1,0.778298,0.4,0,0.4375,0.133333,0,?,0.008251,?,0,?,?,City__Season,+
0.466667,4,0,1,0.45242,0.17948,2.302585,198,0.687767,0.25,6.136444,0.769231,0,0.125,0.1,0,?,0,?,0,?,?,Coast__Beach,-
0.417544,17,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Coast__BiogeographicRegion,-
0.708571,4,0.125,1,0.109282,0.054594,1.491655,51,0.221483,0.111111,2.605545,0.6,0,0.4375,0.133333,0,?,0,?,0,?,?,Coast__Charity,+
0.415152,19,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.125,0,?,0,?,0,?,?,Coast__GovernmentOrganization,+
0,6,0,1,0.041901,?,0.916291,30,?,0.0625,0.778298,0.272727,0,0.5625,0.1875,0,?,0,?,0,?,?,Coast__HomePage,+
0,20,0,1,?,?,?,?,?,?,?,?,1,0.25,0.136364,0.076923,?,0,?,0,?,?,CommercialOrganization__Bank,-
0.697912,9,0.54902,0,?,?,?,?,?,?,?,?,0,0.125,0.142857,0,?,0,?,0,?,?,CommercialOrganization__InternationalOrganization,-
0.746392,10,0.510638,0,?,?,?,?,?,?,?,?,0,0.125,0.142857,0,?,0,?,0,?,?,CommercialOrganization__ReligiousOrganization,-
0.717424,8,0.521739,0,?,?,?,?,?,?,?,?,0,0.125,0.142857,0,?,0,?,0,?,?,CommercialOrganization__ResearchOrganization,-
0,18,0,0,?,?,?,?,?,?,?,?,1,0.25,0.136364,0.076923,?,0,?,0,?,?,CommercialOrganization__SoccerClub,-
0.700917,9,0.55814,0,?,?,?,?,?,?,?,?,0,0.125,0.142857,0.133333,?,0,?,0,?,?,CommercialOrganization__SportOrganization,-
0.603571,10,0.086957,1,?,?,?,?,?,?,?,?,0,0.5625,0.066667,0,?,0,?,0,?,?,Company__CalendarYear,+
0.3,17,0.181818,1,?,?,?,?,?,?,?,?,1,0.1875,0.136364,0.923077,?,0,?,0,?,?,Company__CommercialOrganization,-
0.502857,6,0.125,1,0.104901,0.059457,1.89712,45,0.063324,0.166667,1.906465,0.666667,0,0.5,0.125,0,?,0,?,0,?,?,Company__Creek,+
0.436508,11,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.125,0,?,0.007401,0.011236,0,0.1875,?,Company__MountainSummit,+
0.373016,7,0,1,0.12228,?,1.386294,13,?,0.1,1.169783,0.470588,0,0.5625,0.125,0,?,0.003322,?,1,?,?,Company__Tundra,+
0,7,0,1,0.097134,0.064667,1.491655,17,0.225751,0.111111,2.254436,0.555556,0,0.5,0.125,0,?,0,?,0,?,?,Concert__Gap,+
0.470238,14,0.074074,1,?,?,?,?,?,?,?,?,0,0.125,0.076923,0,?,0.333333,?,1,0.1875,?,Concert__OperaPerformance,-
0.561905,5,0,1,0.088917,0.057517,1.12393,28,?,0.076923,?,0.25,0,0.5625,0.125,0,?,0,?,0,?,?,Concert__River,+
0,17,0,1,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0.000831,?,1,0.1875,?,ContactInformation__Number,-
0,16,0,1,?,?,?,?,?,?,?,?,0,0.4375,0.214286,0,?,0,?,0,?,?,ContactInformation__Oasis,+
0.468013,9,0,1,?,?,?,?,?,?,?,?,0,0.5,0.105263,0,?,0,?,0,?,?,Continent__BoardMember,+
0.437037,9,0,1,0.310555,0.094103,1.609438,165,0.070558,0.125,0.615314,0.461538,0,0.3125,0.166667,0,?,0,0,0,?,?,Continent__Group,+
0.425926,8,0,1,0.398702,0.317828,2.302585,395,0.796041,0.25,6.140048,0.769231,0,0.125,0.1,0,?,0,0,0,?,?,Continent__Island,-
0.472222,13,0.064516,1,?,?,?,?,?,?,?,?,0,0.4375,0.076923,0,?,0,?,0,?,?,Continent__MeetingProceedings,+
0.425926,8,0,1,0.230952,0.074385,1.742969,116,0.148232,0.142857,1.169783,0.571429,0,0.125,0.1,0,?,0,0,0,?,?,Continent__Valley,+
0.474074,10,0,0,?,?,?,?,?,?,?,?,0,0.125,0.1,0,?,0,?,0,?,?,Continent__Waterfalls,+
0.540741,7,0,1,0.227608,0.09048,1.491655,150,0.174702,0.111111,1.169783,0.5,0,0.375,0.108108,0,?,0,?,0,?,?,Continent__Woman,+
0.422619,8,0,1,0.111032,0.057732,0.980829,53,?,0.066667,?,0.222222,0,0.6875,0.043478,0,?,0,?,0,?,?,Contract__Premier,+
0,12,0,1,?,?,?,?,?,?,?,?,0,0.5625,0.1,0,?,0,?,0,?,?,CountryCapital__Magazine,+
0.402381,16,0,0,?,?,?,?,?,?,?,?,0,0.5625,0.125,0,?,0,?,0,0.25,?,CountryCapital__ResearchOrganization,+
0.404762,12,0,1,?,?,?,?,?,?,?,?,0,0.375,0.1,0,?,0,?,0,0.25,?,CountryCapital__Service,+
